date,product_name,therapeutic_area,region,sales_units,unit_price,marketing_spend,revenue
2023-08-01,OncoShield-A,Oncology,Asia Pacific,1617,456.03,16643.89,737400.51
2023-08-01,OncoShield-A,Oncology,Latin America,888,443.78,10767.83,394076.64
2023-08-01,NeuroCalm,Neurology,North America,15468,81.94,22526.25,1267447.92
2023-08-01,NeuroCalm,Neurology,Europe,9903,82.42,19278.55,816205.26
2023-08-01,NeuroCalm,Neurology,Asia Pacific,9630,82.51,11534.42,794571.3
2023-08-01,NeuroCalm,Neurology,Latin America,6002,80.82,10549.14,485081.64
2023-08-01,ImmunoFlex,Immunology,North America,6460,236.96,24079.39,1530761.6
2023-08-01,ImmunoFlex,Immunology,Europe,6475,225.25,22103.26,1458493.75
2023-08-01,ImmunoFlex,Immunology,Asia Pacific,4351,220.5,15971.56,959395.5
2023-08-01,ImmunoFlex,Immunology,Latin America,2644,226.44,9050.32,598707.36
2023-08-01,DiabeCare,Endocrinology,North America,22879,64.96,31190.17,1486219.84
2023-08-01,DiabeCare,Endocrinology,Europe,15371,64.31,18556.92,988509.01
2023-08-01,DiabeCare,Endocrinology,Asia Pacific,10805,67.65,10549.64,730958.25
2023-08-01,DiabeCare,Endocrinology,Latin America,9439,63.76,12698.45,601830.64
2023-09-01,CardioVasc-X,Cardiology,North America,9340,117.09,23318.7,1093620.6
2023-09-01,CardioVasc-X,Cardiology,Europe,6760,122.24,20868.87,826342.4
2023-09-01,CardioVasc-X,Cardiology,Asia Pacific,5171,119.47,15702.56,617779.37
2023-09-01,CardioVasc-X,Cardiology,Latin America,3414,119.03,9097.47,406368.42
2023-09-01,OncoShield-A,Oncology,North America,2262,431.11,25134.89,975170.82
2023-09-01,OncoShield-A,Oncology,Europe,1704,457.59,22357.74,779733.36
2023-09-01,OncoShield-A,Oncology,Asia Pacific,1452,454.21,12974.99,659512.92
2023-09-01,OncoShield-A,Oncology,Latin America,910,466.82,11519.88,424806.2
2023-09-01,NeuroCalm,Neurology,North America,15116,88.42,22650.79,1336556.72
2023-09-01,NeuroCalm,Neurology,Europe,10666,81.96,20517.94,874185.36
2023-09-01,NeuroCalm,Neurology,Asia Pacific,8820,83.26,16483.47,734353.2
2023-09-01,NeuroCalm,Neurology,Latin America,5772,81.12,16987.82,468224.64
2023-09-01,ImmunoFlex,Immunology,North America,6090,226.39,26637.76,1378715.1
2023-09-01,ImmunoFlex,Immunology,Europe,5620,237.95,23751.21,1337279.0
2023-09-01,ImmunoFlex,Immunology,Asia Pacific,4403,233.98,14449.08,1030213.94
2023-09-01,ImmunoFlex,Immunology,Latin America,2233,236.65,8974.23,528439.45
2023-09-01,DiabeCare,Endocrinology,North America,21467,67.1,33001.1,1440435.7
2023-09-01,DiabeCare,Endocrinology,Europe,13800,65.53,12901.68,904314.0
2023-09-01,DiabeCare,Endocrinology,Asia Pacific,11100,66.34,20922.53,736374.0
2023-09-01,DiabeCare,Endocrinology,Latin America,8596,62.83,8879.24,540086.68
2023-10-01,CardioVasc-X,Cardiology,North America,9712,124.68,20217.88,1210892.16
2023-10-01,CardioVasc-X,Cardiology,Europe,7263,114.31,16461.87,830233.53
2023-10-01,CardioVasc-X,Cardiology,Asia Pacific,7111,118.09,21060.66,839737.99
2023-10-01,CardioVasc-X,Cardiology,Latin America,3680,117.73,10789.9,433246.4
2023-10-01,OncoShield-A,Oncology,North America,2917,443.91,30967.52,1294885.47
2023-10-01,OncoShield-A,Oncology,Europe,1912,433.82,28111.12,829463.84
2023-10-01,OncoShield-A,Oncology,Asia Pacific,1458,450.25,15106.06,656464.5
2023-10-01,OncoShield-A,Oncology,Latin America,968,429.25,10897.76,415514.0
2023-10-01,NeuroCalm,Neurology,North America,16017,82.11,25499.58,1315155.87
2023-10-01,NeuroCalm,Neurology,Europe,11349,88.4,13037.91,1003251.6
2023-10-01,NeuroCalm,Neurology,Asia Pacific,9793,85.88,19013.59,841022.84
2023-10-01,NeuroCalm,Neurology,Latin America,5348,83.64,7699.24,447306.72
2023-10-01,ImmunoFlex,Immunology,North America,6969,231.24,19759.87,1611511.56
2023-10-01,ImmunoFlex,Immunology,Europe,5848,237.67,26811.61,1389894.16
2023-10-01,ImmunoFlex,Immunology,Asia Pacific,3916,224.46,10676.47,878985.36
2023-10-01,ImmunoFlex,Immunology,Latin America,2486,240.73,8318.26,598454.78
2023-10-01,DiabeCare,Endocrinology,North America,22172,65.52,15682.47,1452709.44
2023-10-01,DiabeCare,Endocrinology,Europe,15499,65.82,19694.78,1020144.18
2023-10-01,DiabeCare,Endocrinology,Asia Pacific,12295,68.21,8242.67,838641.95
2023-10-01,DiabeCare,Endocrinology,Latin America,9286,65.45,11774.39,607768.7
2023-11-01,CardioVasc-X,Cardiology,North America,10504,118.74,19684.89,1247244.96
2023-11-01,CardioVasc-X,Cardiology,Europe,7621,120.52,20386.76,918482.92
2023-11-01,CardioVasc-X,Cardiology,Asia Pacific,6622,120.4,17632.86,797288.8
2023-11-01,CardioVasc-X,Cardiology,Latin America,4082,123.53,10378.06,504249.46
2023-11-01,OncoShield-A,Oncology,North America,2542,469.98,29349.29,1194689.16
2023-11-01,OncoShield-A,Oncology,Europe,1730,471.64,19999.22,815937.2
2023-11-01,OncoShield-A,Oncology,Asia Pacific,1563,453.99,20560.56,709586.37
2023-11-01,OncoShield-A,Oncology,Latin America,874,436.65,7947.47,381632.1
2023-11-01,NeuroCalm,Neurology,North America,18437,85.1,22994.32,1568988.7
2023-11-01,NeuroCalm,Neurology,Europe,13669,88.11,31651.46,1204375.59
2023-11-01,NeuroCalm,Neurology,Asia Pacific,10354,87.78,16597.01,908874.12
2023-11-01,NeuroCalm,Neurology,Latin America,7264,88.88,12115.39,645624.32
2023-11-01,ImmunoFlex,Immunology,North America,7300,238.14,25073.9,1738422.0
2023-11-01,ImmunoFlex,Immunology,Europe,5721,239.04,25292.65,1367547.84
2023-11-01,ImmunoFlex,Immunology,Asia Pacific,3450,232.91,18773.37,803539.5
2023-11-01,ImmunoFlex,Immunology,Latin America,2870,235.12,15566.43,674794.4
2023-11-01,DiabeCare,Endocrinology,North America,23407,63.7,22069.1,1491025.9
2023-11-01,DiabeCare,Endocrinology,Europe,17492,63.56,25208.9,1111791.52
2023-11-01,DiabeCare,Endocrinology,Asia Pacific,14911,63.67,19980.18,949383.37
2023-11-01,DiabeCare,Endocrinology,Latin America,9452,62.68,12339.91,592451.36
